PlaceID,FacilityName,Latitude,Longitude,StreetAddress,City,County,ZipCode,RegionalWaterBoard,OperationalYear,ShutdownYear,DataSource,CADDID,Year,MilkCows,DryCows,OldHeifers,YoungHeifers,OldCalves,YoungCalves,BeefCattle,TotalHerdSize,MilkCowsHerdSizeRefCode,NonMilkingCattleHerdSizeRefCode,LabeledAsDairy
229741,Harris Ranch Feeding Company,36.3059,-120.2582,29475 Fresno Coalinga Road,Coalinga,Fresno,93210,5F,#N/A,#N/A,#N/A,11794,2023,0,0,0,0,0,0,102314,102314,1,1,0
229761,J & D Star Dairy 1,33.9832,-117.6237,8315 Merrill Avenue,Chino,San Bernardino,91710,8,#N/A,#N/A,#N/A,10361,2023,0,0,0,0,0,0,0,0,2a,2e,0
229891,Los Robles Dairy,36.1037,-119.0909,17393 Road 216,Porterville,Tulare,93257,5F,#N/A,#N/A,#N/A,10362,2023,0,0,0,0,0,0,0,0,2b,2b,0
229987,Sunnyvale Dairy,36.1531,-119.5171,2608 Avenue 199,Tulare,Tulare,93274,5F,#N/A,#N/A,#N/A,10363,2023,0,0,0,0,0,0,0,0,1,1,0
229993,Hein Hettinga/A & H Dairy 1&2,34.6023,-117.5933,3400 El Mirage Road,El Mirage,San Bernardino,92301,6V,#N/A,#N/A,#N/A,10364,2023,0,0,0,0,0,0,0,0,1,1,0
230003,former DREAM DAIRY (closed),36.6927,-119.8627,4050 West North Avenue,Fresno,Fresno,93706,5F,#N/A,#N/A,#N/A,10365,2023,0,0,0,0,0,0,0,0,2a,2e,0
230054,Hendrix Dairy,37.5517,-121.0465,2901 West Keyes Road,Modesto,Stanislaus,95358,5S,#N/A,#N/A,#N/A,10366,2023,0,0,0,0,0,0,0,0,2c,2c,0
230065,Joe Henriques Dairy,37.6381,-121.1466,8255 Maze Boulevard,Modesto,Stanislaus,95358,5S,#N/A,#N/A,#N/A,10367,2023,243,37,135,90,78,75,0,658,1,1,1
230068,P & G Wassenaar Dairy,34.0169,-117.6152,13051 Baker,Ontario,San Bernardino,91761,8,#N/A,#N/A,#N/A,10368,2023,0,0,0,0,0,0,0,0,2a,2a,0
230074,Bosch Dairy #2,34.0047,-117.6068,9029 Schaefer Avenue,Ontario,San Bernardino,91761,8,#N/A,#N/A,#N/A,10369,2023,500,50,0,0,0,0,0,550,1,1,1
230075,Henry A. Garcia Dairy,36.1523,-119.2933,12521 Avenue 200,Tulare,Tulare,93274,5F,#N/A,#N/A,#N/A,10370,2023,885,195,224,0,0,0,0,1304,1,1,1
230078,East View Dairy,36.4288,-119.3396,10485 Avenue 352,Visalia,Tulare,93291,5F,#N/A,#N/A,#N/A,10371,2023,1046,163,463,289,173,0,0,2134,1,1,1
230082,Henry Veenendaal Dairy,36.2993,-119.5261,3678 Houston Avenue,Hanford,Kings,93230,5F,#N/A,#N/A,#N/A,10372,2023,1010,100,300,100,0,0,0,1510,1,1,1
230112,HD Ranch,38.4184,-121.738,7815 Midway Road,Dixon,Solano,95620,5S,2026,NaN,DDRDP,10373,2023,3854,775,1580,1143,688,780,0,8820,1,1,1
230113,Heritage Dairy,36.1378,-119.2199,15651 Avenue 192 Avenue,Tulare,Tulare,93274,5F,#N/A,#N/A,#N/A,10374,2023,1657,224,506,316,0,0,0,2703,1,1,1
230143,Herman De Jong Dairy,33.6285,-117.2949,31910 Corydon Road,Wildomar,Riverside,92595,8,#N/A,#N/A,#N/A,10375,2023,68,10,14,11,7,3,0,113,1,1,1
230169,PB Heifer Ranch,37.7,-121.1609,4355 N. Gates Rd.,Modesto,Stanislaus,95358,5S,#N/A,#N/A,#N/A,11718,2023,0,0,0,0,750,4750,0,5500,1,1,0
230191,Hettinga Dairy - Eucalyptus 2,33.99,-117.6035,9279 Eucalyptus Avenue,Ontario,San Bernardino,91762,8,#N/A,#N/A,#N/A,10376,2023,0,0,0,0,0,0,0,0,2a,2a,0
230192,Hettinga Farms Dairy,36.0095,-119.2727,13400 Avenue 120,Pixley,Tulare,93256,5F,2021,NaN,DDRDP,10377,2023,2953,281,1089,803,386,410,0,5922,1,1,1
230193,Hettinga Dairy - San Jacinto,33.8198,-117.0336,1701 N Warren Road,San Jacinto,Riverside,92582,8,#N/A,#N/A,#N/A,10378,2023,0,0,0,0,3430,770,0,4200,1,1,0
230194,Brawley Heifer Ranch,33.0161,-115.5614,5004  Brandt Road,Brawley,Imperial,92227,7,#N/A,#N/A,#N/A,11883,2023,0,0,0,0,0,0,0,0,1,1,0
230195,Hettinga Ranch,33.8556,-117.3906,15250 El Sobrante Road,Riverside,Riverside,92503,8,#N/A,#N/A,#N/A,10379,2023,0,0,482,493,0,0,0,975,1,1,0
230360,Highstreet Dairy,36.2249,-119.2264,15503 Avenue 240,Tulare,Tulare,93274,5F,#N/A,#N/A,#N/A,10380,2023,0,589,1196,0,0,0,0,1785,1,1,0
230391,Hillcrest Dairy,37.3146,-120.3065,1901 North Hayden Road,Le Grand,Merced,95322,5S,#N/A,#N/A,#N/A,10381,2023,4000,750,1400,500,1400,0,0,8050,1,1,1
230418,Hilltop Holsteins,37.8562,-120.9099,4900 East Dodds Road,Oakdale,Stanislaus,95361,5S,#N/A,#N/A,#N/A,10382,2023,1393,141,375,217,0,0,0,2126,1,1,1
230424,Hillview Cattle & Farms,36.6507,-120.0133,12250 West Lincoln Avenue,Fresno,Fresno,93706,5F,#N/A,#N/A,#N/A,11799,2023,0,0,0,0,0,0,10,10,2c,3a,0
230428,"Hilmar Holsteins, Inc.",37.3822,-120.8845,21859 Crane Avenue,Hilmar,Merced,95324,5S,#N/A,#N/A,#N/A,10383,2023,2200,400,1300,1200,400,400,0,5900,1,1,1
230438,Hinkley Dairy,34.9056,-117.1292,24333 Community Blvd,Hinkley,San Bernardino,92347,6B,#N/A,#N/A,#N/A,11678,2023,950,200,6,4,3,2,12,1177,3b,3b,1
230493,Hoffman Dairy,36.1764,-119.2597,21346 Road 140,Tulare,Tulare,93274,5F,#N/A,#N/A,#N/A,10384,2023,0,0,0,517,0,0,0,517,1,1,0
230507,Hogg Bros. Dairy No.2,34.01447,-117.614754,13129  Baker,Ontario,San Bernardino,91761,8,#N/A,#N/A,#N/A,11948,2023,0,0,0,0,0,0,0,0,2e,2e,0
230509,Rose Trust,36.383832,-119.730032,6050  15th Avenue,Hanford,Kings,93230,5F,#N/A,#N/A,#N/A,11949,2023,0,0,0,0,0,0,0,0,2a,2a,0
230522,Holgersen Dairy,40.669,-124.1965,5231 Tompkins Hill Road,Loleta,Humboldt,95551,1,#N/A,#N/A,#N/A,10385,2023,131,18,39,28,31,15,0,262,1,1,1
230542,Hollandia Farms Dairy,36.2087,-119.5965,7905 Kansas Avenue,Hanford,Kings,93230,5F,2021,NaN,DDRDP,10386,2023,2466,277,1009,1365,472,0,0,5589,1,1,1
230544,Holland's Dairy,36.3423,-119.5217,3533 Grangeville Boulevard,Hanford,Kings,93230,5F,#N/A,#N/A,#N/A,10387,2023,1214,170,624,487,151,0,0,2646,1,1,1
230580,Holmes Brothers Dairy,37.8185,-121.032,16048 Sexton Road,Escalon,San Joaquin,95320,5S,#N/A,#N/A,#N/A,10388,2023,0,0,0,0,0,0,0,0,2a,2e,0
230587,Holtville Cattle Feed,32.8112,-115.4129,1440 East Zenos Road,Holtville,Imperial,92250,7,#N/A,#N/A,#N/A,11859,2023,0,97,1060,1187,1078,423,855,4700,1,1,0
230622,Chino Valley Heifer Ranch,33.9696,-117.594,6313 Archibald Street,Corona,Riverside,92880,8,#N/A,#N/A,#N/A,10389,2023,0,0,0,0,0,0,0,0,2a,2a,0
232006,William Hunger Ranches Dairy,36.9996,-120.5857,18146 Dixon Road,Dos Palos,Fresno,93620,5F,#N/A,#N/A,#N/A,10390,2023,0,0,0,0,0,0,0,0,2a,2e,0
232207,Iest Family Farms Dairy,36.9504,-120.2801,14576 Avenue 14,Madera,Madera,93637,5F,#N/A,#N/A,#N/A,10391,2023,3690,565,2025,1910,735,715,0,9640,1,1,1
232348,Larry Inderbitzen Farms,37.605,-121.1211,6930 Paradise Road,Modesto,Stanislaus,95358,5S,#N/A,#N/A,#N/A,10392,2023,565,74,105,190,120,80,0,1134,1,1,1
232636,Iraizoz Dairy,36.6576,-119.3772,5265 South Crawford Avenue,Reedley,Fresno,93654,5F,#N/A,#N/A,#N/A,10393,2023,0,0,0,0,0,0,0,0,2a,2c,0
232639,Knevelbaard Dairy,36.2033,-119.2544,14229 Avenue 228,Tulare,Tulare,93274,5F,#N/A,#N/A,#N/A,10394,2023,740,105,125,460,0,0,0,1430,1,1,1
232717,Manuel Teixeira Dairy,37.5647,-121.1575,8937 West Grayson Road,Modesto,Stanislaus,95358,5S,#N/A,#N/A,#N/A,10395,2023,600,60,80,275,275,100,0,1390,3a,3a,1
233056,Tristar Dairy,36.1117,-119.2973,12212 Avenue 176,Tulare,Tulare,93274,5F,#N/A,#N/A,#N/A,10396,2023,1575,275,400,150,0,0,0,2400,1,1,1
233059,J & B Dairy,37.6857,-120.8514,3037 Albers Road,Modesto,Stanislaus,95357,5S,#N/A,#N/A,#N/A,10397,2023,0,0,0,0,0,0,0,0,2a,2e,0
233060,David Vander Schaaf Dairy,35.287,-118.9362,7524 South Fairfax Road,Bakersfield,Kern,93307,5F,#N/A,#N/A,#N/A,10398,2023,1883,297,0,0,0,0,0,2180,1,1,1
233072,P & D Dairy #2,33.9791,-117.6069,15133 Carpenter Avenue,Ontario,San Bernardino,91710,8,#N/A,#N/A,#N/A,10399,2023,0,0,0,0,0,0,0,0,2a,2a,0
233073,J & D Wilson & Sons Dairy,36.4314,-120.0081,11720 West Mt. Whitney Avenue,Riverdale,Fresno,93656,5F,2022,NaN,DDRDP,10400,2023,3500,250,200,600,500,200,0,5250,1,1,1
233077,Double Oak #2 Dairy,36.2425,-119.2965,3231 North Oakmore Street,Tulare,Tulare,93274,5F,#N/A,#N/A,#N/A,10401,2023,0,0,0,0,0,0,0,0,2a,2a,0
233078,Frank Mendonca Heifer Ranch,36.3576,-119.7998,19090 Fargo Avenue,Lemoore,Kings,93245,5F,#N/A,#N/A,#N/A,10402,2023,0,0,0,0,0,0,0,0,2b,2c,0
233079,J & F Martins Dairy,36.3628,-119.709,7622 14th Avenue,Hanford,Kings,93230,5F,#N/A,#N/A,#N/A,10403,2023,0,0,0,0,0,0,0,0,2b,2e,0
233101,Legacy Dairy,36.1587,-119.4933,20385 Road 36,Tulare,Tulare,93274,5F,#N/A,#N/A,#N/A,10404,2023,0,0,0,0,0,0,0,0,1,1,0
233121,J & R Dairy,35.2063,-119.0502,4403 Bear Mountain Boulevard,Bakersfield,Kern,93313,5F,#N/A,#N/A,#N/A,10405,2023,2760,469,526,416,0,0,0,4171,1,1,1
233123,Maya Dairy,35.4831,-119.4408,18451 Wildwood Road,Buttonwillow,Kern,93206,5F,2022,NaN,DDRDP,10406,2023,4550,475,1405,1120,825,0,0,8375,1,1,1
233125,FM Ranch #3,36.0753,-119.3158,1472 Highway 99,Tipton,Tulare,93272,5F,#N/A,#N/A,#N/A,10407,2023,395,73,218,184,0,0,0,870,1,1,1
233130,3 Machados Dairy,37.1858,-120.5488,3260 West Sandy Mush Road,Merced,Merced,95340,5S,2026,NaN,DDRDP,10408,2023,2240,285,550,385,485,0,0,3945,1,1,1
233131,Homestead Dairy,36.4293,-119.3399,10178 Ave 352,Visalia,Tulare,93291,5F,#N/A,#N/A,#N/A,10409,2023,877,277,381,0,0,0,0,1535,1,1,1
233181,Double N Dairy II,36.3953,-119.7816,18104 Everett Avenue,Laton,Kings,93242,5F,#N/A,#N/A,#N/A,10410,2023,815,100,0,0,125,50,0,1090,1,1,1
233193,J & B Dairy,34.0189,-117.6012,9309 Riverside Drive,Ontario,San Bernardino,91761,8,#N/A,#N/A,#N/A,10411,2023,0,0,0,0,0,0,0,0,2c,2e,0
233268,DeMelo Dairy,38.2665,-121.3177,10145 Pringle Avenue,Galt,Sacramento,95632,5S,#N/A,#N/A,#N/A,10412,2023,0,0,80,75,0,0,0,155,1,1,0
233271,Jaques & Silva Dairy,36.3276,-119.571,6269 Lacey Blvd,Hanford,Kings,93230,5F,#N/A,#N/A,#N/A,10413,2023,1215,185,305,220,150,0,0,2075,1,1,1
233274,JD Mello Dairy,36.3421,-119.7369,15609 Grangeville Boulevard,Hanford,Kings,93230,5F,#N/A,#N/A,#N/A,10414,2023,980,100,500,950,330,350,0,3210,1,1,1
233279,Double M Dairy LLC,38.016,-122.9882,25680 Sir Francis Drake Blvd,Inverness,Marin,94937,2,#N/A,#N/A,#N/A,10415,2023,180,13,58,42,24,16,0,333,1,1,1
233290,J & F Martins Dairy #2,36.4236,-119.7903,381 East Wood Avenue,Laton,Fresno,93242,5F,#N/A,#N/A,#N/A,10416,2023,435,35,270,180,0,0,0,920,1,1,1
233299,Bill Idsinga Dairy,36.2984,-119.5398,4595 Houston Avenue,Hanford,Kings,93230,5F,#N/A,#N/A,#N/A,10417,2023,993,144,417,429,0,0,0,1983,1,1,1
233302,Jai Alai Dairy,35.118,-118.8758,26101 South Edison Road,Arvin,Kern,93203,5F,#N/A,#N/A,#N/A,10418,2023,0,0,0,0,0,0,0,0,2e,2e,0
233320,Jack Dei Dairy,38.4119,-122.8247,831 High School Road,Sebastopol,Sonoma,95472,1,#N/A,#N/A,#N/A,10419,2023,0,0,66,67,41,9,0,183,1,1,0
233353,Jackson Feedlot,32.7306,-115.5774,495  West Heber Rd,El Centro,Imperial,92243,7,#N/A,#N/A,#N/A,11865,2023,0,140,1524,1706,1549,608,1229,6756,1,1,0
233375,former John Jacobi Dairy,36.5303,-119.3339,10723 Avenue 408,Dinuba,Tulare,93618,5F,#N/A,#N/A,#N/A,10420,2023,0,0,0,0,0,0,0,0,2a,2e,0
233400,Jake Bosma Dairy,33.998566,-117.627821,14049  Grove,Chino,San Bernardino,91762,8,#N/A,#N/A,#N/A,11950,2023,0,0,0,0,0,0,0,0,2e,3g,0
233401,DG Farms,35.9622,-119.2277,15419 Avenue 96,Pixley,Tulare,93256,5F,#N/A,#N/A,#N/A,10421,2023,2183,258,913,945,379,0,0,4678,1,1,1
233402,Westwood Farms LLC (Dairy),36.2044,-119.4336,6194 Avenue 228,Tulare,Tulare,93274,5F,#N/A,#N/A,#N/A,10422,2023,1335,117,643,346,0,0,0,2441,1,1,1
233404,Fragoso Dairy #2,37.8309,-121.0161,14691 South Brennan Road,Escalon,San Joaquin,95320,5S,#N/A,#N/A,#N/A,10423,2023,350,50,120,120,60,50,0,750,1,1,1
233436,James Jongsma Dairy,35.9567,-119.2106,9229 Road 164,Pixley,Tulare,93256,5F,#N/A,#N/A,#N/A,10424,2023,2447,297,487,97,585,243,0,4156,1,1,1
233438,Caetano Dairy,36.4755,-119.5286,100 North 4th Avenue,Kingsburg,Kings,93631,5F,#N/A,#N/A,#N/A,10425,2023,0,0,0,0,0,0,0,0,2b,2c,0
233474,Jane De Vries Dairy,34.004625,-117.62783,13715  Grove,Ontario,San Bernardino,91761,8,#N/A,#N/A,#N/A,11951,2023,0,0,0,0,0,0,0,0,3g,3g,0
233488,Back Road Dairy,36.1895,-119.5111,22081 Road 28,Tulare,Tulare,93274,5F,#N/A,#N/A,#N/A,10426,2023,1707,244,256,0,0,0,0,2207,1,1,1
233539,JDS Ranch Dairy,35.7558,-119.413,27333 Garces,Wasco,Kern,93280,5F,2026,NaN,DDRDP,10427,2023,4000,500,1400,4000,950,0,0,10850,3a,3a,1
233543,former COSTA VIEW FARMS DAIRY (CLOSED),37.01082361,-120.3008847,13442  Avenue 18,Chowchilla,Madera,93610,5F,#N/A,#N/A,#N/A,11952,2023,0,0,0,0,0,0,0,0,2a,2a,0
233588,Jelle Van Der Hoek,37.6416,-121.1588,337 North Gates Road,Modesto,Stanislaus,95358,5S,#N/A,#N/A,#N/A,10428,2023,650,50,270,210,90,90,0,1360,1,1,1
233613,Silva & Sons Dairy,36.4011,-119.6067,8331 Excelsior Avenue,Hanford,Kings,93230,5F,#N/A,#N/A,#N/A,10429,2023,500,45,50,48,0,0,0,643,1,1,1
233624,Jer-Z-Boyz Ranch #1,35.9932,-119.3265,11001 Ave 112,Pixley,Tulare,93256,5F,#N/A,#N/A,#N/A,10430,2023,4074,633,1409,1730,0,0,0,7846,1,1,1
233625,former Paesano Dairy,35.7277,-119.2589,11699 Stradley Avenue,Mcfarland,Kern,93250,5F,#N/A,#N/A,#N/A,10431,2023,0,0,0,0,0,0,0,0,2a,2a,0
233668,Generations Dairy,36.6459,-120.0658,6043 South Madera Avenue,Kerman,Fresno,93630,5F,#N/A,#N/A,#N/A,10432,2023,1437,138,225,0,0,0,0,1800,1,1,1
233674,Jim Bakker Dairy,36.3357,-119.4371,30030 Road 60,Visalia,Tulare,93291,5F,#N/A,#N/A,#N/A,10433,2023,772,164,410,0,0,0,0,1346,1,1,1
233675,Jim Bootsma Jr Dairy,33.8554,-117.084,33100 Fernandez Road,Nuevo,Riverside,92567,8,#N/A,#N/A,#N/A,10434,2023,1500,245,258,190,0,0,0,2193,1,1,1
233682,Brian James Jongsma Dairy,36.0825,-119.4268,16017 Road 64,Tipton,Tulare,93272,5F,#N/A,#N/A,#N/A,10435,2023,1969,295,687,609,0,0,0,3560,1,1,1
233683,Jim Nyenhuis Dairy,33.9759,-117.616,8711 Remington,Chino,San Bernardino,91710,8,#N/A,#N/A,#N/A,10436,2023,0,0,0,0,0,0,0,0,2a,2c,0
233685,Jim Riebli Dairy,38.2665,-122.6856,295 Rainsville Road,Petaluma,Sonoma,94952,2,#N/A,#N/A,#N/A,10437,2023,171,24,73,52,31,19,0,370,1,1,1
233712,Robert Vander Eyk Dairy,35.9763,-119.3623,9441 Avenue 104,Pixley,Tulare,93256,5F,2018,NaN,DDRDP,10438,2023,2671,249,1450,861,0,0,0,5231,1,1,1
233713,JLT Ranch,38.2255,-122.5384,601 Stage Gulch Road,Petaluma,Sonoma,94954,2,#N/A,#N/A,#N/A,10439,2023,307,43,117,84,49,30,0,630,1,1,1
233729,Mancebo Holsteins #2 Dairy,36.2211,-119.2598,23758 Road 140,Tulare,Tulare,93274,5F,#N/A,#N/A,#N/A,10440,2023,750,100,100,100,0,0,0,1050,1,1,1
233732,Joaquin Toledo Dairy,36.1112,-119.4873,3800 Avenue 176,Corcoran,Tulare,93212,5F,#N/A,#N/A,#N/A,10441,2023,0,0,0,0,0,0,0,0,2b,2b,0
233734,Joao & Maria Salvador Dairy,37.5223,-121.0132,1501 West Monte Vista Road,Ceres,Stanislaus,95307,5S,#N/A,#N/A,#N/A,10442,2023,476,70,155,138,80,90,0,1009,1,1,1
233735,Jordao Dairy,37.4364,-120.9586,6025 South Central Avenue,Turlock,Stanislaus,95380,5S,#N/A,#N/A,#N/A,10443,2023,873,88,252,398,173,152,0,1936,1,1,1
233742,Delta View Farms #2,36.3386,-119.4484,30297 Road 56,Visalia,Tulare,93291,5F,#N/A,#N/A,#N/A,10444,2023,0,0,0,400,0,0,0,400,1,1,0
233743,Joe Avis Dairy,38.339,-121.4528,4220 Point Pleasant Road,Elk Grove,Sacramento,95757,5S,#N/A,#N/A,#N/A,10445,2023,0,0,0,25,0,0,0,25,1,1,0
233744,Joe B. Pacheco Dairy,36.2398,-119.5741,16025 6 1/2 Avenue,Hanford,Kings,93230,5F,#N/A,#N/A,#N/A,10446,2023,1090,110,200,200,0,0,0,1600,1,1,1
233745,Joe Bertao & Sons Dairy (Closed),37.0544,-120.3413,11270 Avenue 21,Chowchilla,Madera,93610,5F,#N/A,#N/A,#N/A,10447,2023,0,0,0,0,0,0,0,0,2a,2a,0
233747,John Brasil Facility,37.447,-120.9627,9730 West Bradbury Road,Turlock,Stanislaus,95380,5S,#N/A,#N/A,#N/A,10448,2023,0,0,0,0,0,0,0,0,2b,2b,0
233749,Vierra Dairy Farms #4/Cross Creek Dairy,37.4038,-120.9051,7965 Washington Road,Hilmar,Merced,95324,5S,#N/A,#N/A,#N/A,10449,2023,0,502,268,258,0,0,0,1028,1,1,0
233751,Golden Star Dairy,36.5046,-119.8474,15959 South Marks Avenue,Caruthers,Fresno,93609,5F,#N/A,#N/A,#N/A,10450,2023,0,0,100,100,0,0,0,200,1,1,0
233754,JOE V. CARDOZA TRUST DAIRY,36.1369,-119.3961,19199 Road 80,Tulare,Tulare,93274,5F,#N/A,#N/A,#N/A,10451,2023,0,0,0,368,0,0,0,368,1,1,0
233757,Double Cross #2,37.4477,-120.8252,18637 East Bradbury Road,Turlock,Merced,95380,5S,#N/A,#N/A,#N/A,10452,2023,658,53,11,857,0,0,0,1579,1,1,1
233760,Dairy Goddess Farms,36.381,-119.8369,21154  Elgin Avenue,Lemoore,Kings,93245,5F,#N/A,#N/A,#N/A,11800,2023,0,0,0,0,82,0,0,82,1,1,0
233761,Joe D. Coelho Dairy (closed),36.6407,-119.827,6503 South West Avenue,Fresno,Fresno,93706,5F,#N/A,#N/A,#N/A,10453,2023,0,0,0,0,0,0,0,0,2b,2b,0
233763,Da Silva Dairy Farms LLC #1,37.8545,-120.9748,27398 Dodds Road,Escalon,San Joaquin,95320,5S,#N/A,#N/A,#N/A,10454,2023,1500,227,200,0,100,0,0,2027,1,1,1
233766,Gordon Dairy #5,33.9923,-117.628,14400 South Grove Avenue,Ontario,San Bernardino,91710,8,#N/A,#N/A,#N/A,10455,2023,393,57,0,0,0,0,0,450,1,1,1
233772,Joe Gomes Dairy #1,37.4411,-120.799,17265 Swanson Road,Delhi,Merced,95315,5S,#N/A,#N/A,#N/A,10456,2023,438,1,152,84,0,0,0,675,1,1,1
233774,"Trimac Enterprises, LLC.",37.7802,-120.9462,29094 East Lemon Avenue,Escalon,San Joaquin,95320,5S,#N/A,#N/A,#N/A,10457,2023,0,0,0,0,0,0,0,0,2a,2a,0
233777,Homen Dairy Farms LP,37.1854,-120.5956,5511 West Sandy Mush Road,Merced,Merced,95340,5S,2023,NaN,DDRDP,10458,2023,2060,270,1050,930,390,300,0,5000,1,1,1
233778,Silva Joe I & Son Dairy,37.072027,-120.8755043,14944 South Badger Flat Road,Los Banos,Merced,93635,5S,#N/A,#N/A,#N/A,11953,2023,0,0,0,0,0,0,0,0,2a,2a,0
233779,John A Machado Dairy Farms,37.7307,-121.2153,24916 South Manteca Road,Manteca,San Joaquin,95336,5S,#N/A,#N/A,#N/A,10459,2023,1714,237,197,137,89,83,0,2457,1,1,1
233781,Sunshine Dairy Heifers (Former P&E Heifers),36.2876,-119.5839,12700  7th Avenue,Hanford,Kings,93230,5F,#N/A,#N/A,#N/A,11801,2023,0,0,0,0,0,0,0,0,1,1,0
233784,Eugenio Azevedo Dairy #1,37.2802,-120.5835,5217 Oak Avenue,Merced,Merced,95341,5S,#N/A,#N/A,#N/A,10460,2023,1135,95,340,300,200,0,0,2070,3a,3a,1
233788,Joe Simoes Family Dairy,36.0333,-119.2683,13441 Road 136,Tipton,Tulare,93272,5F,#N/A,#N/A,#N/A,10461,2023,1260,240,625,400,0,0,0,2525,3a,3a,1
233789,LEGENDAIRY FARMS,36.0567,-119.3599,14685 Road 96,Tipton,Tulare,93272,5F,2025,NaN,DDRDP,10462,2023,1414,190,358,0,0,0,0,1962,1,1,1
233792,Machado Brothers Dairy,36.1985,-119.6151,8800 Lansing Avenue,Hanford,Kings,93230,5F,#N/A,#N/A,#N/A,10463,2023,0,0,536,0,0,0,0,536,1,1,0
233796,Triple J Creek Dairy,37.1147,-120.894,22484 China Camp Road,Los Banos,Merced,93635,5S,#N/A,#N/A,#N/A,10464,2023,814,155,518,259,127,93,0,1966,1,1,1
233801,Parreira Dairy,36.2099,-119.7623,18081 17th Avenue,Stratford,Kings,93266,5F,#N/A,#N/A,#N/A,10465,2023,1755,204,706,633,156,0,0,3454,1,1,1
233803,Joe Pedro & Son Dairy,36.279,-119.3303,26946 Road 108,Visalia,Tulare,93291,5F,#N/A,#N/A,#N/A,10466,2023,0,200,400,136,64,0,0,800,1,1,0
233804,Joe V. Pimentel Dairy,36.4069,-119.5648,4625 6th Avenue,Hanford,Kings,93230,5F,#N/A,#N/A,#N/A,10467,2023,1293,170,184,361,0,295,0,2303,1,1,1
233805,Joe Pinheiro & Sons Dairy,36.043,-119.3039,13881 Road 120,Tipton,Tulare,93272,5F,#N/A,#N/A,#N/A,10468,2023,0,0,0,0,0,0,0,0,2a,2a,0
233812,Sozinho Dairy #1,36.3067,-119.6099,11447 8 1/2 Avenue,Hanford,Kings,93230,5F,#N/A,#N/A,#N/A,10469,2023,1200,190,350,750,275,375,0,3140,1,1,1
233814,Joe Tognalda Dairy,38.1817,-122.6108,460  San Antonio,Petaluma,Sonoma,94952,2,#N/A,#N/A,#N/A,11898,2023,0,0,0,0,0,0,0,0,2e,2e,0
233816,Shaffer Dairy,37.4056,-120.5923,5968 Eucalyptus Avenue,Winton,Merced,95388,5S,#N/A,#N/A,#N/A,10470,2023,0,0,0,0,0,0,0,0,1,1,0
233831,Johann Dairy,36.5724,-120.002,11511 West Floral Avenue,Fresno,Fresno,93706,5F,#N/A,#N/A,#N/A,10471,2023,4225,450,1600,1520,700,680,0,9175,1,1,1
233838,vacant DAIRY,36.3716,-119.8428,7155 21 1/2 Avenue,Lemoore,Kings,93245,5F,#N/A,#N/A,#N/A,10472,2023,0,0,0,0,0,0,0,0,2a,2b,0
233840,John & Natalie Toste,36.3802,-119.8435,21519 Elgin Avenue,Lemoore,Kings,93245,5F,#N/A,#N/A,#N/A,10473,2023,0,245,235,0,0,0,0,480,1,1,0
233841,Alston Dairy,39.7437,-122.1976,1010 Hwy 99W,Orland,Glenn,95963,5S,#N/A,#N/A,#N/A,10474,2023,0,0,0,0,0,0,0,0,2a,2e,0
233848,John Bootsma Dairy,33.8416,-117.0969,32300 Ramona Expressway,Lakeview,Riverside,92567,8,#N/A,#N/A,#N/A,10475,2023,1700,290,142,105,102,48,0,2387,1,1,1
233850,Dyt Heifer Ranch,33.9979,-117.6071,9064 Edison Avenue,Ontario,San Bernardino,91762,8,#N/A,#N/A,#N/A,10476,2023,0,0,0,0,0,0,0,0,2a,2a,0
233853,John & Teresa Borges Dairy,37.7229,-121.3219,25834 Kasson Road,Tracy,San Joaquin,95304,5S,#N/A,#N/A,#N/A,10477,2023,400,58,115,120,50,45,0,788,1,1,1
233854,Kerman Cattle Company,36.6721,-119.9695,4301 South Dickenson Avenue,Fresno,Fresno,93706,5F,#N/A,#N/A,#N/A,10478,2023,770,70,100,50,50,0,0,1040,1,1,1
233857,Bento Bovine Dairy,37.6084,-121.0962,5618 Paradise Road,Modesto,Stanislaus,95358,5S,#N/A,#N/A,#N/A,10479,2023,0,0,0,100,0,0,0,100,2a,3a,0
233859,John Correia Cattle,36.3147,-119.5763,6672  Hanford-Armona,Hanford,Kings,93230,5F,#N/A,#N/A,#N/A,11802,2023,0,0,0,0,0,0,0,0,1,1,0
233862,Parreira Gaspar Dairy,36.1298,-119.2117,16087 Avenue 188,Strathmore,Tulare,93267,5F,#N/A,#N/A,#N/A,10480,2023,0,0,0,511,236,0,0,747,1,1,0
233863,John DeGroot & Son Dairy,36.6468,-119.9048,6105 West Lincoln Avenue,Fresno,Fresno,93706,5F,#N/A,#N/A,#N/A,10481,2023,2789,401,835,1178,487,0,0,5690,1,1,1
233865,Cowlifornia Dairy LLC,36.3303,-119.5261,3742 Lacey Boulevard,Hanford,Kings,93230,5F,#N/A,#N/A,#N/A,10482,2023,1656,123,428,292,242,0,0,2741,1,1,1
233866,Former American Dairy,36.6549,-119.8906,5525 South Polk Avenue,Fresno,Fresno,93706,5F,#N/A,#N/A,#N/A,10483,2023,0,0,0,0,0,0,0,0,2b,2a,0
233872,FM Ranch #4,36.3432,-119.1607,18354 Avenue 304,Visalia,Tulare,93292,5F,#N/A,#N/A,#N/A,10484,2023,0,0,0,0,0,0,0,0,2a,2e,0
